Name,type,value
Alyn Connington,Book(s),A Storm of Swords (mentioned) A Feast for Crows (mentioned)
Alyn Estermont,Title,Ser
Alyn Estermont,Allegiance,House Estermont
Alyn Estermont,Culture,Stormlands
Alyn Estermont,Book(s),A Clash of Kings (appears) A Storm of Swords (appears) A Feast for Crows (mentioned) A Dance with Dragons (mentioned)
Alyn Frey,Allegiance,House Frey
Alyn Frey,Born,In 295 AC or 296 AC;
Alyn Frey,Book(s),A Clash of Kings (mentioned) A Storm of Swords (mentioned) A Feast for Crows (mentioned)
Alyn Haigh,Allegiance,House Haigh
Alyn Haigh,Born,In or between 256 AC or 291 AC;
Alyn Haigh,Book(s),A Clash of Kings (mentioned) A Storm of Swords (mentioned) A Feast for Crows (mentioned)
Alyn Hunt,Title,Ser
Alyn Hunt,Allegiance,House Hunt
Alyn Hunt,Book(s),A Feast for Crows (mentioned)
Alyn Stackspear,Title,Ser
Alyn Stackspear,Allegiance,House Stackspear
Alyn Stackspear,Book(s),A Game of Thrones (mentioned) A Clash of Kings (mentioned) A Storm of Swords (mentioned) A Feast for Crows (appears) A Dance with Dragons (mentioned)
Alyn Velaryon,Alias,Alyn of Hull;The Oakenfist;Lord Oakenfist
Alyn Velaryon,Title,Lord of the Tides;Master of Driftmark;Admiral;Master of ships
Alyn Velaryon,Allegiance,House Velaryon;House Targaryen;Blacks
Alyn Velaryon,Culture,Valyrian
Alyn Velaryon,Born,In 115 AC or later; at Hull; Driftmark
Alyn Velaryon,Died,In or between 171 AC and 176 AC; at sea
Alyn Velaryon,Spouse,Lady Baela Targaryen
Alyn Velaryon,Book(s),The World of Ice and Fire (mentioned) The Princess and the Queen (mentioned) A Feast for Crows (mentioned) A Dance with Dragons (mentioned)
Alys Arryn,Allegiance,House Arryn;House Waynwood
Alys Arryn,Born,In or between 218 AC and 249 AC;
Alys Arryn,Spouse,Elys Waynwood
Alys Arryn,Book(s),A Feast for Crows (mentioned)
Alys Karstark,Allegiance,House Karstark;House Thenn
Alys Karstark,Culture,Northmen
Alys Karstark,Born,In 284 AC or 285 AC; at Karhold;
Alys Karstark,Spouse,Sigorn of the Thenn
Alys Karstark,Book(s),A Storm of Swords (mentioned) A Feast for Crows (mentioned) A Dance with Dragons (appears)
Alysane Mormont,Alias,Aly;The Young She-Bear;The She-Bear
Alysane Mormont,Allegiance,House Mormont
Alysane Mormont,Culture,Northmen
Alysane Mormont,Born,In or between ~273 AC and 278 AC; at Bear Island;
Alysane Mormont,Book(s),A Feast for Crows (mentioned) A Dance with Dragons (appears) The Winds of Winter (mentioned)
Alysanne Bracken,Allegiance,House Bracken
Alysanne Bracken,Book(s),A Dance with Dragons (mentioned)
Alysanne Bulwer,Title,Lady of Blackcrown
Alysanne Bulwer,Allegiance,House Bulwer
Alysanne Bulwer,Born,In 291 AC;
Alysanne Bulwer,Book(s),A Storm of Swords (mentioned) A Feast for Crows (mentioned) A Dance with Dragons (mentioned)
Alysanne Hightower,Allegiance,House Hightower;House Ambrose
Alysanne Hightower,Spouse,Lord Arthur Ambrose
Alysanne Hightower,Book(s),A Feast for Crows (mentioned)
Alysanne Lefford,Title,Lady of Golden Tooth
Alysanne Lefford,Allegiance,House Lefford
Alysanne Lefford,Book(s),A Feast for Crows (mentioned) A Dance with Dragons (mentioned)
Alysanne of Tarth,Allegiance,House Tarth
Alysanne of Tarth,Book(s),A Feast for Crows (mentioned)
Alysanne Osgrey,Allegiance,House Osgrey
Alysanne Osgrey,Born,In 188 AC; 189 AC or 190 AC;
Alysanne Osgrey,Died,In 209 AC or 210 AC; at King's Landing
Alysanne Osgrey,Book(s),The Sworn Sword (mentioned)
Alysanne Targaryen,Full Name,Alysanne of House Targaryen
Alysanne Targaryen,Alias,Good Queen Alysanne
Alysanne Targaryen,Other Titles,Queen
Alysanne Targaryen,Born in,36 AC;
Alysanne Targaryen,Died in,99 AC or 100 AC;
Alysanne Targaryen,Royal House,House Targaryen
Alysanne Targaryen,Wife,Jaehaerys I Targaryen
Alysanne Targaryen,Issue,Aegon Targaryen;Alyssa Targaryen;Aemon Targaryen;Baelon Targaryen;Daella Targaryen;Aeryn Targaryen;Vaegon Targaryen;Maegelle Targaryen;Valerion Targaryen;Viserra Targaryen;Gaemon Targaryen;Saera Targaryen;Gael Targaryen
Alysanne Targaryen,Father,Aenys I Targaryen
Alysanne Targaryen,Mother,Alyssa Velaryon
Alysanne Targaryen,Book(s),The World of Ice and Fire (mentioned) The Rogue Prince (mentioned) A Storm of Swords (mentioned)
Alys Frey,Allegiance,House Frey
Alys Frey,Spouse,Jared Frey
Alys Frey,Book(s),A Clash of Kings (mentioned) A Storm of Swords (mentioned) A Feast for Crows (mentioned)
Alyssa Arryn,Allegiance,House Arryn
Alyssa Arryn,Book(s),A Game of Thrones (mentioned)
Alyssa Blackwood,Title,Lady
Alyssa Blackwood,Allegiance,House Blackwood;House Frey
Alyssa Blackwood,Born,In 253 AC or before;
Alyssa Blackwood,Died,In or between 269 AC and 278 AC;
Alyssa Blackwood,Spouse,Lord Walder Frey
Alyssa Blackwood,Book(s),A Clash of Kings (mentioned) A Storm of Swords (mentioned) A Feast for Crows (mentioned) A Dance with Dragons (mentioned)
Alyx Frey,Allegiance,House Frey
Alyx Frey,Born,In 282 AC;
Alyx Frey,Book(s),A Clash of Kings (mentioned) A Storm of Swords (appears) A Feast for Crows (mentioned)
Amabel,Allegiance,House Whent
Amabel,Book(s),A Clash of Kings (mentioned) A Storm of Swords (mentioned)
Amarei Crakehall,Allegiance,House Crakehall;House Frey
Amarei Crakehall,Born,In 245 AC or before;
Amarei Crakehall,Died,In 264 AC or 265 AC;
Amarei Crakehall,Spouse,Lord Walder Frey
Amarei Crakehall,Book(s),A Clash of Kings (mentioned) A Storm of Swords (mentioned) A Feast for Crows (mentioned) A Dance with Dragons (mentioned)
Ambrode,Culture,Ironborn
Ambrode,Book(s),A Clash of Kings (mentioned)
Ambrose Butterwell,Alias,Old Milkblood;The lord of cows;Lord Butterbutt
Ambrose Butterwell,Title,Lord of Whitewalls;Hand of the King
Ambrose Butterwell,Allegiance,House Butterwell;House Targaryen;House Blackfyre
Ambrose Butterwell,Born,In 160 AC or 161 AC;
Ambrose Butterwell,Spouse,1st: unknown2nd: Lady Frey
Ambrose Butterwell,Book(s),A Storm of Swords (mentioned) The Sworn Sword (mentioned) The Mystery Knight (appears)
Amerei Frey,Alias,Gatehouse Ami
Amerei Frey,Title,Lady of Darry
Amerei Frey,Allegiance,House Frey;House Lannister of Darry
Amerei Frey,Born,In 282 AC;
Amerei Frey,Spouse,1st: Ser Pate of the Blue Fork2nd: Lord Lancel Lannister
Amerei Frey,Book(s),A Clash of Kings (mentioned) A Storm of Swords (mentioned) A Feast for Crows (mentioned)
Amory Lorch,Alias,The Manticore
Amory Lorch,Title,Ser;Castellan of Harrenhal
Amory Lorch,Allegiance,House Lorch;House Lannister
Amory Lorch,Died,In 299 AC; at Harrenhal
Amory Lorch,Book(s),A Game of Thrones (mentioned) A Clash of Kings (appears) A Storm of Swords (mentioned) A Feast for Crows (mentioned) A Dance with Dragons (mentioned)
Amory Lorch,Played by,Fintan Mc;Keown
Amory Lorch,TV series,Season 2
Andar Royce,Title,Ser
Andar Royce,Allegiance,House Royce
Andar Royce,Culture,Valemen
Andar Royce,Born,At Runestone;
Andar Royce,Book(s),A Game of Thrones (appears) A Clash of Kings (mentioned) A Storm of Swords (mentioned) A Feast for Crows (mentioned) A Dance with Dragons (mentioned)
Anders Yronwood,Title,Lord of Yronwood;The Bloodroyal;Warden of the Stone Way
Anders Yronwood,Allegiance,House Yronwood
Anders Yronwood,Culture,Dornishmen
Anders Yronwood,Book(s),A Storm of Swords (mentioned) A Feast for Crows (mentioned) A Dance with Dragons (mentioned)
Andrew Estermont,Title,Ser
Andrew Estermont,Allegiance,House Estermont;King's men
Andrew Estermont,Book(s),A Clash of Kings (mentioned) A Storm of Swords (appears) A Feast for Crows (mentioned) A Dance with Dragons (mentioned)
Andrey Charlton,Title,Ser
Andrey Charlton,Allegiance,House Charlton
Andrey Charlton,Died,In 299 AC; at the Riverlands
Andrey Charlton,Book(s),A Clash of Kings (mentioned)
Andrey Dalt,Alias,Drey
Andrey Dalt,Title,Ser
Andrey Dalt,Allegiance,House Dalt
Andrey Dalt,Culture,Dornish
Andrey Dalt,Born,At Lemonwood;
Andrey Dalt,Book(s),A Feast for Crows (appears)
Andrik,Alias,Andrik the Unsmiling
Andrik,Title,Lord of Southshield
Andrik,Allegiance,House Drumm
Andrik,Culture,Ironborn
Andrik,Book(s),A Clash of Kings (mentioned) A Storm of Swords (mentioned) A Feast for Crows (appears) A Dance with Dragons (mentioned)
Andros Brax,Title,Lord of Hornvale
Andros Brax,Allegiance,House Brax
Andros Brax,Died,In 298 AC; at Riverrun
Andros Brax,Book(s),A Game of Thrones (mentioned) A Storm of Swords (mentioned)
Androw Ashford,Title,Ser
Androw Ashford,Allegiance,House Ashford
Androw Ashford,Culture,Reach
Androw Ashford,Born,At Ashford;
Androw Ashford,Book(s),The Hedge Knight (appears)
Androw Frey,Allegiance,House Frey
Androw Frey,Born,In 295 AC or 296 AC;
Androw Frey,Book(s),A Clash of Kings (mentioned) A Storm of Swords (mentioned) A Feast for Crows (mentioned)
Anguy,Alias,Anguy the Archer;Archer
Anguy,Allegiance,Brotherhood without banners
Anguy,Born,At Dornish Marches
Anguy,Book(s),A Game of Thrones (appears) A Storm of Swords (appears) A Feast for Crows (mentioned)
Anguy,Played by,Philip Mc;Ginley
Anguy,TV series,Season 3
Annara Farring,Title,Lady
Annara Farring,Allegiance,House Farring;House Frey
Annara Farring,Spouse,Lord Walder Frey
Annara Farring,Book(s),A Clash of Kings (mentioned) A Storm of Swords (mentioned) A Feast for Crows (mentioned) A Dance with Dragons (mentioned)
Antario Jast,Title,Lord
Antario Jast,Allegiance,House Jast
Antario Jast,Spouse,Lady Lanna Lannister
Antario Jast,Book(s),A Clash of Kings (appears) A Storm of Swords (mentioned) A Feast for Crows (mentioned) A Dance with Dragons (mentioned)
Anvil Ryn,Alias,Anvyl Ryn
Anvil Ryn,Died,At the Riverlands
Anvil Ryn,Book(s),A Storm of Swords (mentioned)
Anya Waynwood,Title,Lady of Ironoaks
Anya Waynwood,Allegiance,House Waynwood;Lords Declarant
Anya Waynwood,Book(s),A Game of Thrones (appears) A Clash of Kings (mentioned) A Storm of Swords (mentioned) A Feast for Crows (appears) A Dance with Dragons (mentioned)
Anya Waynwood,Played by,Paola Dionisotti
Anya Waynwood,TV series,Season 4
Archibald Yronwood,Alias,Big Man;Ser Greenguts
Archibald Yronwood,Title,Ser
Archibald Yronwood,Allegiance,House Yronwood;Windblown
Archibald Yronwood,Culture,Dornishmen
Archibald Yronwood,Book(s),A Dance with Dragons (appears)
Ardrian Celtigar,Alias,the Red Crab
Ardrian Celtigar,Title,Lord of Claw Isle
Ardrian Celtigar,Allegiance,House Celtigar
Ardrian Celtigar,Race,Valyrian
Ardrian Celtigar,Born,In 229 AC or later;
Ardrian Celtigar,Book(s),A Clash of Kings (appears) A Storm of Swords (appears)
Areo Hotah,Title,Captain of the Guard at Sunspear
Areo Hotah,Allegiance,House Martell
Areo Hotah,Culture,Norvos
Areo Hotah,Born,In 257 AC or before; at Norvos
Areo Hotah,Book(s),A Game of Thrones (mentioned) A Clash of Kings (mentioned) A Storm of Swords (mentioned) A Feast for Crows (POV) A Dance with Dragons (POV)
Areo Hotah,Played by,De;Obia Oparei
Areo Hotah,TV series,Season 5
Argilac,Alias,Argilac the Arrogant
Argilac,Other Titles,Storm King
Argilac,Died in,~2 BC/1 BC; at south of Bronzegate in the Last Storm
Argilac,Royal House,House Durrandon;
Argilac,Predecessor,Arlan V Durrandon
Argilac,Heir,Argella Durrandon
Argilac,Successor,Argella Durrandon
Argilac,Issue,Princess Argella Durrandon
Argilac,Book(s),The World of Ice and Fire (mentioned) A Game of Thrones (mentioned)
Argrave the Defiant,Title,Ser
Argrave the Defiant,Allegiance,House Butterwell
Argrave the Defiant,Born,At Nunny
Argrave the Defiant,Book(s),The Mystery Knight (appears)
Arianne Martell,Title,Princess
Arianne Martell,Allegiance,House Martell
Arianne Martell,Culture,Dornishmen
Arianne Martell,Born,In 276 AC; at Sunspear;
Arianne Martell,Book(s),A Game of Thrones (mentioned) A Clash of Kings (mentioned) A Storm of Swords (mentioned) A Feast for Crows (POV) A Dance with Dragons (appears) The Winds of Winter (POV)
Arianne of Tarth,Allegiance,House Tarth
Arianne of Tarth,Book(s),A Feast for Crows (mentioned)
Arlan of Pennytree,Title,Ser
Arlan of Pennytree,Born,In or between 149 AC and 153 AC; at Pennytree
Arlan of Pennytree,Died,In 209 AC; at the Reach
Arlan of Pennytree,Book(s),The Hedge Knight (mentioned) The Sworn Sword (mentioned) The Mystery Knight (mentioned)
Arlan of Pennytree,Personal Arms,a tenn&eacute; a winged-chalice argent
Armen,Alias,Armen the Acolyte
Armen,Book(s),A Feast for Crows (mentioned)
Armond Caswell,Title,Lord of Bitterbridge
Armond Caswell,Allegiance,House Caswell
Armond Caswell,Book(s),The Mystery Knight (mentioned)
Arneld,Title,Ser
Arneld,Book(s),A Clash of Kings (appears)
Arnell,Title,Ser
Arnell,Allegiance,Night's Watch
Arnell,Book(s),A Clash of Kings (mentioned)
Arnolf Karstark,Alias,Lord Arnolf
Arnolf Karstark,Title,Castellan of Karhold
Arnolf Karstark,Allegiance,House Karstark
Arnolf Karstark,Culture,Northmen
Arnolf Karstark,Born,At Karhold;
Arnolf Karstark,Book(s),A Feast for Crows (mentioned) A Dance with Dragons (appears) The Winds of Winter (appears)
Aron Santagar,Title,Ser;Master-at-arms of the Red Keep
Aron Santagar,Allegiance,House Santagar;House Baratheon of King's Landing
Aron Santagar,Culture,Dornish
Aron Santagar,Died,In 299 AC; at King's Landing
Aron Santagar,Book(s),A Game of Thrones (appears) A Clash of Kings (appears) A Feast for Crows (mentioned)
Arrec Durrandon,Full Name,Arrec Durrandon
Arrec Durrandon,Other Titles,Storm King
Arrec Durrandon,Royal House,House Durrandon
Arrec Durrandon,Heir,Arlan V Durrandon
Arrec Durrandon,Successor,Arlan V Durrandon
Arrec Durrandon,Issue,Arlan V Durrandon
Arrec Durrandon,Book(s),The World of Ice and Fire (mentioned) A Game of Thrones (mentioned)
Arron,Allegiance,Night's Watch
Arron,Born,At Fair Isle;
Arron,Book(s),A Storm of Swords (appears) A Feast for Crows (mentioned) A Dance with Dragons (appears)
Arron Qorgyle,Title,Ser
Arron Qorgyle,Allegiance,House Qorgyle
Arron Qorgyle,Book(s),A Storm of Swords (appears) A Feast for Crows (mentioned)
Artys Arryn,Full Name,Artys Arryn; the First of His Name
Artys Arryn,Alias,Falcon Knight;Winged Knight
Artys Arryn,Other Titles,King of Mountain and Vale;Ser
Artys Arryn,Born in, at Giant's Lance
Artys Arryn,Culture,Andal
Artys Arryn,Royal House,House Arryn
Artys Arryn,Book(s),The World of Ice and Fire (mentioned)
Arryk Cargyll,Title,Ser
Arryk Cargyll,Allegiance,House Cargyll;Kingsguard;Greens
Arryk Cargyll,Died,In 129 AC; at Dragonstone
Arryk Cargyll,Book(s),The World of Ice and Fire (mentioned) The Rogue Prince (mentioned) The Princess and the Queen (mentioned) A Game of Thrones (mentioned) A Clash of Kings (mentioned) A Feast for Crows (mentioned)
Arryk (guard),Alias,&quot;Left&quot; or &quot;Right&quot;
Arryk (guard),Allegiance,House Tyrell
Arryk (guard),Book(s),A Storm of Swords (appears) A Feast for Crows (appears)
Arson,Alias,Arson Iceaxe
Arson,Culture,Free Folk
Arson,Book(s),A Storm of Swords (mentioned)
Arthor Karstark,Allegiance,House Karstark
Arthor Karstark,Culture,Northmen
Arthor Karstark,Book(s),A Dance with Dragons (appears) The Winds of Winter (appears)
Arthur Ambrose,Title,Lord
Arthur Ambrose,Allegiance,House Ambrose
Arthur Ambrose,Spouse,Alysanne Hightower
Arthur Ambrose,Book(s),A Storm of Swords (mentioned) A Feast for Crows (mentioned) A Dance with Dragons (mentioned)
Arthur Dayne,Title,Ser;Sword of the Morning
Arthur Dayne,Allegiance,House Dayne;Kingsguard
Arthur Dayne,Culture,Dornishmen
Arthur Dayne,Born,In 260 AC or before;
Arthur Dayne,Died,In 283 AC; at the Tower of Joy
Arthur Dayne,Book(s),A Game of Thrones (mentioned) A Clash of Kings (mentioned) A Storm of Swords (mentioned) A Feast for Crows (mentioned) A Dance with Dragons (mentioned) The World of Ice and Fire (mentioned)
Arthur Dayne,Played by,Luke Roberts
Arthur Dayne,TV series,Season 6
Artos Stark,Alias,Artos the Implacable
Artos Stark,Allegiance,House Stark
Artos Stark,Culture,Northmen
Artos Stark,Spouse,Lysara Karstark
Artos Stark,Book(s),The World of Ice and Fire (mentioned) A Clash of Kings (mentioned) A Dance with Dragons (mentioned)
Arwood Frey,Title,Ser
Arwood Frey,Allegiance,House Frey
Arwood Frey,Born,In or between 263 AC and 281 AC;
Arwood Frey,Spouse,Ryella Royce
Arwood Frey,Book(s),A Clash of Kings (mentioned) A Storm of Swords (mentioned) A Feast for Crows (mentioned)
Arwyn Frey,Allegiance,House Frey
Arwyn Frey,Born,In 285 AC;
Arwyn Frey,Book(s),A Clash of Kings (mentioned) A Storm of Swords (appears) A Feast for Crows (mentioned) A Dance with Dragons (mentioned)
Arwyn Oakheart,Title,Lady of Old Oak
Arwyn Oakheart,Allegiance,House Oakheart
Arwyn Oakheart,Book(s),A Game of Thrones (mentioned) A Clash of Kings (appears) A Storm of Swords (mentioned) A Feast for Crows (mentioned) A Dance with Dragons (mentioned)
Arya Stark,Alias,Arya Horseface;Arya Underfoot;Arry;Lumpyface/Lumpyhead;Stickboy;Weasel;Nymeria/Nan;Squab;Salty;Cat of the Canals;Beth;The Blind Girl;The Ugly Little Girl;Mercedene/Mercy
Arya Stark,Title,Princess
Arya Stark,Allegiance,House Stark;Faceless Men
Arya Stark,Culture,Northmen
Arya Stark,Born,In 289 AC; at Winterfell
Arya Stark,Book(s),A Game of Thrones (POV) A Clash of Kings (POV) A Storm of Swords (POV) A Feast for Crows (POV) A Dance with Dragons (POV) The Winds of Winter (POV)
Arya Stark,Played by,Maisie Williams
Arya Stark,TV series,Season 1
Arys Oakheart,Title,Ser
Arys Oakheart,Allegiance,House Oakheart;Kingsguard
Arys Oakheart,Culture,Reach
Arys Oakheart,Born,At Old Oak
Arys Oakheart,Died,In 300 AC; at the Greenblood
Arys Oakheart,Book(s),A Game of Thrones (appears) A Clash of Kings (appears) A Storm of Swords (mentioned) A Feast for Crows (POV) A Dance with Dragons (mentioned)
Asha Greyjoy,Alias,Esgred;The Kraken's Daughter
Asha Greyjoy,Title,Princess;Captain of the Black Wind;Conqueror of Deepwood Motte
Asha Greyjoy,Allegiance,House Greyjoy;House Ironmaker (forced marriage)
Asha Greyjoy,Culture,Ironborn
Asha Greyjoy,Born,In 275 AC or 276 AC; at Pyke
Asha Greyjoy,Spouse,Erik Ironmaker
Asha Greyjoy,Book(s),A Game of Thrones (mentioned) A Clash of Kings (appears) A Feast for Crows (POV) A Dance with Dragons (POV) The Winds of Winter (appears)
Asha Greyjoy,Played by,Gemma Whelan
Asha Greyjoy,TV series,Season 2
Ashara Dayne,Allegiance,House Dayne
Ashara Dayne,Culture,Dornishmen
Ashara Dayne,Born,In or between 260 AC and 269 AC;
Ashara Dayne,Died,In 283 AC; at Starfall
Ashara Dayne,Book(s),A Game of Thrones (mentioned) A Clash of Kings (mentioned) A Storm of Swords (mentioned) A Dance with Dragons (mentioned)
Lord Ashford,Title,Lord of Ashford
Lord Ashford,Allegiance,House Ashford
Lord Ashford,Culture,Reach
Lord Ashford,Book(s),The Hedge Knight (appears)
Assadora of Ibben,Alias,Assadora of Ibben
Assadora of Ibben,Culture,Ibbenese
Assadora of Ibben,Born,At Ibben
Assadora of Ibben,Book(s),A Feast for Crows (mentioned)
Aubrey Ambrose,Title,Ser
Aubrey Ambrose,Allegiance,House Ambrose
Aubrey Ambrose,Book(s),The Sworn Sword (mentioned)
Aurane Waters,Alias,Bastard of Driftmark;Lord Waters;
Aurane Waters,Title,Grand admiral (master of ships)Lord of the Waters;
Aurane Waters,Allegiance,House Velaryon
Aurane Waters,Culture,Valyrian
Aurane Waters,Born,In 277 AC or 278 AC;
Aurane Waters,Book(s),A Clash of Kings (appears) A Storm of Swords (mentioned) A Feast for Crows (appears) A Dance with Dragons (mentioned)
